ASSESSMENT_UNIT_ID,PARAM_NAME,PARAM_USE_NAME,PARAM_STATUS_NAME,PARAM_ATTAINMENT_CODE,PARAM_TREND,PARAM_COMMENT,PARAM_AGENCY_CODE,PARAM_POLLUTANT_INDICATOR,PARAM_YEAR_LISTED,PARAM_TARGET_TMDL_DATE,PARAM_EXPECTED_TO_ATTAIN,PARAM_PRIORITY_RANKING,PARAM_CONSENT_DECREE_CYCLE,PARAM_ALT_LISTING_ID,PARAM_STATE_IR_CAT,PARAM_ORG_QUALIFIER_FLAG,PARAM_DELISTING_REASON,PARAM_DELISTING_COMMENT,PARAM_DELISTING_AGENCY
IL_JQ-07,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQ-07,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_JQ-07,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2010,,,Medium,,,,NumricGuideline,,,
IL_JQ-07,ALDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,DIELDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,HEPTACHLOR,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQ-07,LOSS OF INSTREAM COVER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQ-07,MIREX,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2024 cycle,S
IL_JQ-07,ENDRIN,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,TOXAPHENE,Fish Consumption,Cause,Not meeting threshold,,,S,Y,2022,,,Medium,,,,FshAdvGuideline,,,
IL_JQ-07,FISH PASSAGE BARRIER,Aquatic Life,Cause,Not meeting threshold,,,S,N,,,,,,,,ObservGuideline,,,
IL_JQA-01,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQA-01,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,,,
IL_JQA-01,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JQA-01,CAUSE UNKNOWN,Aquatic Life,Cause,Not meeting criteria,,,S,Y,2024,,,Medium,,,,NumericStandard,,,
IL_JQE,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQE,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQE,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JQE,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JQO-HS-C1,"PHOSPHORUS, TOTAL",Aquatic Life,Cause,Not meeting threshold,,,S,Y,2010,,,Medium,,,,NumricGuideline,,,
IL_JQO-HS-C1,ALGAE,Aquatic Life,Cause,Not meeting criteria,,,S,N,,,,,,,,NarrtivStandard,,,
IL_JR-02,FLOW REGIME MODIFICATION,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JR-02,TOTAL SUSPENDED SOLIDS (TSS),Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,,,
IL_JR-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2020,,,,,,,ObservGuideline,,,
IL_JR-02,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,Meeting threshold,,,,N,,,,,,,,ObservGuideline,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,Meeting threshold,,,,Y,,,,,,,,,WQS_NEW_DATA,No standard violation in new data for 2020 cycle,S
IL_JR-02,FECAL COLIFORM,Primary Contact,Cause,Not meeting criteria,,,S,Y,2002,,,Medium,,,,NumericStandard,,,
IL_JRA-02,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRA-02,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRA-02,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRA-02,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,DISSOLVED OXYGEN,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,FLOW ALTERATION-CHANGES IN DEPTH AND FLOW VELOCITY,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JRB,LOSS OF INSTREAM COVER,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JVA,HABITAT ALTERATIONS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JVA,ALTERATION IN STREAM-SIDE OR LITTORAL VEGETATIVE COVERS,Aquatic Life,Meeting Criteria,,,,,,,,,,,,,,WQS_NEW_DATA,Segment is Fully Supporting for 2024 cycle,S
IL_JZGA,HABITAT ALTERATIONS,Aquatic Life,Cause,Not meeting threshold,,,S,N,2024,,,,,,,ObservGuideline,,,
